id,card_no,name,package_name,rarity,cost,attribute,pp_value,dp_value,signal_color,card_types,features,effect,image_url
BP03-063,BP03-063,莉莉丝·谬影,BP03-誓焰破晓,U,4,暗,4,1,,角色牌,升格者 / 莉莉丝,"【出】：查看我方牌组顶1张牌，可以将其放置到墓地。
【出】：所有玩家公开牌组顶1张牌，执行以下行动。
·若我方公开的牌的费用大于对方，我方抽1张牌。
·若对方公开的牌的费用大于我方，对方抽1张牌。",/card-images/BP03-063.png
BP03-064,BP03-064,莉莉丝·谬影,BP03-誓焰破晓,U,3,暗,2,1,,角色牌,升格者 / 莉莉丝,【出】：所有玩家同时依次公开自己牌组顶1张牌，直至因此方法公开信号球牌。那之后，所有玩家洗切牌组，因此方法公开信号球牌的玩家抽2张牌，丢弃1张手牌。（若因此方法公开任一玩家牌组的所有牌，则效果处理中断，所有玩家洗切牌组）,/card-images/BP03-064.png
BP03-065,BP03-065,血色醍醐,BP03-誓焰破晓,U,3,暗,,,,战术牌 / 瞬时战术牌,莉莉丝,"【永】：该牌因我方<莉莉丝>的效果被公开时，直到该次处理结束为止，可以将该牌的费用视为2或4或6或8。（被公开时即需要选择视为其中1个数字）
【瞬时】：角色攻击时才能发动。选择我方墓地4张《莉莉丝·谬影》加入牌组并洗切。若如此做，选择我方或对方战场1张攻击中的角色，直到那次攻击结束为止，其DP+1或DP-1。",/card-images/BP03-065.png
BP03-066,BP03-066,繁宵蜃景之哀,BP03-誓焰破晓,U,1,暗,0.5,,,道具牌 / 装备牌,莉莉丝 / 月伞,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【永】：该牌因我方<莉莉丝>的效果被公开时，直到该次处理结束为止，可以将该牌的费用视为1或3或5或7。（被公开时即需要选择视为其中1个数字）",/card-images/BP03-066.png
BP03-067,BP03-067,罗兰·戏炎,BP03-誓焰破晓,SR,5,火,9,2,,角色牌,升格者 / 罗兰,"【出】：可以公开我方手牌3张属性各不相同的<升格者>。若如此做，直到回合结束为止，该牌获得【速攻】。
【自】：该牌攻击时，可以丢弃手牌1张<升格者>角色并消除【2任意信号球icon】。若如此做，直到下个回合结束为止，该牌的基本PP变为与因此方法丢弃的角色相同的数值。",/card-images/BP03-067.png
BP03-068,BP03-068,罗兰·戏炎,BP03-誓焰破晓,U,5,火,6,2,,角色牌,升格者 / 罗兰,【出】：可以公开我方手牌2张不为火属性且属性不同的<升格者>。若如此做，抽1张牌。,/card-images/BP03-068.png
BP03-069,BP03-069,罗兰·戏炎,BP03-誓焰破晓,U,4,火,3,1,,角色牌,升格者 / 罗兰,【永】：若我方战场存在属性不同的<升格者>角色，该牌基本DP变为1。,/card-images/BP03-069.png
BP03-070,BP03-070,虚缪赝戏,BP03-誓焰破晓,R,3,火,,,,战术牌 / 普通战术牌,,选择我方战场1张《罗兰·戏炎》，可以丢弃手牌1张<升格者>角色。若如此做，直到回合结束为止，其基本PP和基本DP变为与因此方法丢弃的角色相同的数值。,/card-images/BP03-070.png
BP03-071,BP03-071,赛琳娜·岚音,BP03-誓焰破晓,U,6,雷,15,2,,角色牌,赛琳娜 / 艺术协会,"【出】:可以消除【2任意信号球icon】或【3任意信号球icon】。根据因此方法消除的牌持有的信号球标记，执行以下行动。
·1种及以上：直到下个回合结束为止，该牌PP+1000。
·2种及以上：直到回合结束为止，该牌获得【速攻】。
·3种：选择我方费用区最多2张<艺术协会>，将其竖直。",/card-images/BP03-071.png
BP03-072,BP03-072,赛琳娜·岚音,BP03-誓焰破晓,R,5,雷,3.5,2,,角色牌,赛琳娜 / 艺术协会,【出】：公开我方牌组顶4张牌，选择其中最多1张<艺术协会>战术牌加入手牌，将剩余的牌按任意顺序放置到牌组底。,/card-images/BP03-072.png
BP03-073,BP03-073,赛琳娜·岚音,BP03-誓焰破晓,U,4,雷,4,2,,角色牌,赛琳娜 / 艺术协会,"【永】:【充能0】。
【永】:我方每回合使用的第1张<艺术协会>战术牌的费用-1。",/card-images/BP03-073.png
BP03-074,BP03-074,风暴终曲,BP03-誓焰破晓,SR,2,雷,,,,战术牌 / 普通战术牌,艺术协会,"可以消除【任意信号球icon】或【2任意信号球icon】或【3任意信号球icon】。根据因此方法消除的牌持有的信号球标记，执行以下行动。
·1种：我方抽1张牌。
·2种：选择我方费用区最多2张<艺术协会>，将其竖直。
·3种：选择我方战场1张费用为5及以下的<赛琳娜>角色，将其竖直。",/card-images/BP03-074.png
BP03-075,BP03-075,露西亚·深红之渊,BP03-誓焰破晓,SR,9,物理,16,2,,角色牌,阿尔法 / 升格者,"【永】:【速攻】。
【永】:使用该牌时，可以将我方信号球区最少1张【蓝色信号球icon】放置到墓地，因此方法放置到墓地的【蓝色信号球icon】每有1张，该牌的费用-2。（仅在使用该牌时费用-2）",/card-images/BP03-075.png
BP03-076,BP03-076,露西亚·深红之渊,BP03-誓焰破晓,U,5,物理,6,2,,角色牌,阿尔法 / 升格者,【出】:选择我方墓地1张【蓝色信号球icon】，将其放置到我方信号球区最上方。,/card-images/BP03-076.png
BP03-077,BP03-077,露西亚·深红之渊,BP03-誓焰破晓,R,4,物理,4,1,,角色牌,阿尔法 / 升格者,【自】:该牌攻击时，若我方战场存在其他<阿尔法>角色，选择我方信号球区1张信号球，直到回合结束为止，其可以视为【蓝色信号球icon】。,/card-images/BP03-077.png
BP03-078,BP03-078,命定之战,BP03-誓焰破晓,U,3,物理,,,,战术牌 / 普通战术牌,,"从以下2项选择最多1项。若我方或对方战场存在《露西亚·鸦羽》，改为选择最多2项。
·公开我方牌组顶4张牌，选择其中最多1张<阿尔法>角色和最多1张【蓝色信号球icon】加入手牌，将剩余的牌按任意顺序放置到牌组底。
·选择我方战场1张<阿尔法>角色，直到回合结束为止，其获得【速攻icon】，PP+1000。",/card-images/BP03-078.png
BP03-079,BP03-079,库洛洛,BP03-誓焰破晓,U,4,物理,4,1,,角色牌,,"【永】：该牌不能攻击。
【出】:选择我方费用区最多1张暗费，该回合结束时，其不会因规则而放置到墓地。",/card-images/BP03-079.png
BP03-080,BP03-080,人型生物体：男&女,BP03-誓焰破晓,U,5,暗,8,1,,角色牌,,【永】:对方回合中，对方支付费用时，若可以支付暗费，则必须支付暗费。,/card-images/BP03-080.png
BP03-081,BP03-081,“镜”中的真实,BP03-誓焰破晓,C,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-081.png
BP03-082,BP03-082,破晓之前,BP03-誓焰破晓,C,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-082.png
BP03-083,BP03-083,憧憬之光,BP03-誓焰破晓,C,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-083.png
BP03-084,BP03-084,我回来了,BP03-誓焰破晓,C,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-084.png
BP03-085,BP03-085,画中自我,BP03-誓焰破晓,C,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-085.png
BP03-086,BP03-086,缄默,BP03-誓焰破晓,C,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-086.png
BP03-087,BP03-087,黄金与人马,BP03-誓焰破晓,C,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-087.png
BP03-088,BP03-088,分晓子午线,BP03-誓焰破晓,C,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-088.png
BP03-089,BP03-089,盛放着鲜花的河流,BP03-誓焰破晓,C,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP03-089.png
PR-001,PR-001,阿呆蛙主题乐园,PR-推广卡,PR,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/PR-001.png
PR-002,PR-002,带上这只小丽芙,PR-推广卡,PR,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/PR-002.png
PR-003,PR-003,里的路线规划,PR-推广卡,PR,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/PR-003.png
PR-004,PR-004,露西亚·鸦羽,PR-推广卡,PR,5,冰,9,2,,角色牌,灰鸦小队 / 露西亚,"【永】：若我方战场存在<里>角色和<丽芙>角色，该牌PP+1000。
【出】：将我方信号球区的牌按任意顺序排列。",/card-images/PR-004.png
PR-005,PR-005,露娜·银冕,PR-推广卡,PR,3,暗,3,2,,角色牌,升格者 / 露娜,"【永】：【充能0】
【出】：抽1张牌，丢弃1张手牌。",/card-images/PR-005.png
PR-006,PR-006,露西亚·深红之渊,PR-推广卡,PR,5,物理,4,2,,角色牌,阿尔法 / 升格者,【出】丢弃1张手牌：选择我方费用区1张明费，将其加入手牌。若如此做，将我方牌组顶1张牌以横置状态放置到费用区。,/card-images/PR-006.png
PR-007,PR-007,曲·雀翎,PR-推广卡,PR,6,物理,9,2,,角色牌,曲 / 九龙商会,【永】：若我方费用区的<万世铭>为2张及以上，该牌PP+1000。若为4张及以上，追加该牌DP+1。,/card-images/PR-007.png
PR-008,PR-008,七实·遥星之座,PR-推广卡,PR,4,火,4,2,,角色牌,七实 / 机械教会,【出】丢弃1张手牌：选择我方费用区1张明费，将其加入手牌。若如此做，将我方牌组顶1张牌以横置状态放置到费用区。,/card-images/PR-008.png
PR-009,PR-009,赛琳娜·希声,PR-推广卡,PR,5,物理,5,2,,角色牌,赛琳娜 / 艺术协会,【出】：选择我方墓地1张信号球，将其放置到我方信号球区最上方。,/card-images/PR-009.png
PR-010,PR-010,医疗兵,PR-推广卡,PR,3,物理,,,,战术牌 / 普通战术牌,,"【永】：该牌可以无视属性条件使用。
选择我方费用区1张明费，将其加入手牌。若如此做，将该牌以横置状态放置到费用区。",/card-images/PR-010.png
PR-011,PR-011,史密斯,PR-推广卡,PR,2,冰,,,,战术牌 / 瞬时战术牌,,"【永】：该牌的【瞬时】在主要阶段也可以发动。
【瞬时】：抽2张牌，丢弃1张手牌。选择我方战场1张<突击鹰小队>角色，直到回合结束为止，其PP+1000。",/card-images/PR-011.png
PR-013,PR-013,初见,PR-推广卡,PR,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/PR-013.png
PR-014,PR-014,银晕辉光,PR-推广卡,PR,0,暗,,,,战术牌 / 瞬时战术牌,,"【永】：所有玩家每回合各能使用最多1张《银晕辉光》。
【瞬时】：我方战场1张《露娜·银冕》升变角色被攻击时才能发动。可以将那次攻击的对象变为我方玩家。",/card-images/PR-014.png
PR-015,PR-015,七实·遥星之座,PR-推广卡,PR,4,火,6,1,,角色牌,七实 / 机械教会,【永】：若该牌存在于《七实·遥星之座》下方，其获得“【自】：该牌离场时，可以消除【2任意信号球】。若如此做，选择我方墓地1张费用为3及以下的《七实·遥星之座》或《帕瓦》，将其出场。”,/card-images/PR-015.png
PR-016,PR-016,露西亚·深红囚影,PR-推广卡,PR,5,雷,7,2,,角色牌,阿尔法 / 升格者,"【永】：若该牌下方存在<封刃太刀>，该牌获得【速攻】。
【自】：该牌离场时，若该牌装备<封刃太刀>，可以消除【任意信号球】。若如此做，选择我方墓地1张<封刃太刀>，将其出场。",/card-images/PR-016.png
PR-017,PR-017,雪歌,PR-推广卡,PR,4,物理,,,,道具牌 / 辅助机牌,,【起】【回合1】【2任意信号球】：选择我方战场1张《赛琳娜·希声》，直到回合结束为止，其PP+1500。若我方费用区的<艺术协会>为3张及以上，追加直到回合结束为止，其获得【速攻】。,/card-images/PR-017.png
PR-018,PR-018,决意,PR-推广卡,PR,2,物理,,,,战术牌 / 瞬时战术牌,,"【瞬时】：可以将我方墓地2张《飞叶点翠》加入牌组并洗切。若如此做，从以下2项选择1项。
·选择我方战场1张攻击中的或被攻击的《含英·檀心》，直到那次攻击结束为止，其PP+2000。
·选择对方战场1张攻击中的角色，该角色的那次攻击在伤害步骤只能造成最多1点伤害。",/card-images/PR-018.png
PR-019,PR-019,徽羽,PR-推广卡,PR,2,冰,,,,道具牌 / 辅助机牌,,【起】横置该牌&丢弃1张手牌：公开我方牌组顶4张牌。选择其中最多1张<万世铭>和最多1张《曲·启明》加入手牌，将剩余的牌按任意顺序放置到牌组底。,/card-images/PR-019.png
PR-020,PR-020,杼菱,PR-推广卡,PR,3,空,,,,道具牌 / 辅助机牌,,"【起】横置该牌：若我方战场存在《伊什梅尔·幻日》，从以下2项选择1项。
·若该牌下方不存在卡牌，选择我方手牌或墓地1张不为空属性的升变角色，将其以正面表示放置到该牌下方。
·选择我方战场1张不为空属性的升变角色放置到墓地。若如此做，选择该牌下方1张费用不大于我方明费上限的升变角色，将其效果无效出场。",/card-images/PR-020.png
PR-021,PR-021,心象边境,PR-推广卡,PR,2,火,,,,战术牌 / 瞬时战术牌,,"【瞬时】：可以将我方1张《丽芙·极昼》从战场放置到墓地。若如此做，从以下2项选择1项。
·选择我方战场1张攻击中的或被攻击的《丽芙·极昼》，直到那次攻击结束为止，其PP+2000。
·选择对方战场1张攻击中的角色，该角色的那次攻击在伤害步骤只能造成最多1点伤害。",/card-images/PR-021.png
PR-022,PR-022,干杯,PR-推广卡,PR,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/PR-022.png
PR-023,PR-023,瘟疫骑士,PR-推广卡,PR,4,冰,4,1,,角色牌,万事 / 神寂启示录,"【起】丢弃手牌中的该牌：选择对方战场1张费用为3及以下的角色，可以丢弃手牌1张<万事>或<神寂启示录>。若如此做，将其冰冻。
【起】【3费】：若该牌存在于墓地，可以将我方墓地1张<神寂启示录>角色放置到牌组底。若如此做，将该牌从墓地出场。",/card-images/PR-023.png
PR-024,PR-024,海妲魔女,PR-推广卡,PR,5,暗,6,2,,角色牌,拉弥亚 / 神寂启示录,【起】丢弃手牌中的该牌：《海妲魔女》的该【起】能力每回合最多发动1次。公开我方牌组顶4张牌，选择其中最多1张<拉弥亚>角色或<神寂启示录>角色或《潮涌球》放置到墓地，将剩余的牌按任意顺序放置到牌组底。,/card-images/PR-024.png
PR-025,PR-025,混沌门使,PR-推广卡,PR,3,雷,2,1,,角色牌,21号 / 神寂启示录,【起】丢弃手牌中的该牌：选择我方战场1张费用为2的角色或<神寂启示录>角色，可以丢弃手牌1张<21号>或<神寂启示录>。若如此做，直到回合结束为止，其PP+2000。,/card-images/PR-025.png
PR-026,PR-026,刻耳柏洛斯,PR-推广卡,PR,5,雷,5,2,,角色牌,诺克提 / 神寂启示录,【出】：可以将我方墓地1张<神寂启示录>角色放置到牌组底。若如此做，选择我方墓地1张费用为2的<神寂启示录>角色，将其出场。,/card-images/PR-026.png
PR-027,PR-027,乌列尔,PR-推广卡,PR,4,冰,4,2,,角色牌,神寂启示录,"【永】：【充能0】。
【出】：可以将我方墓地1张<神寂启示录>角色放置到牌组底。若如此做，抽1张牌。",/card-images/PR-027.png
PR-028,PR-028,熠空,PR-推广卡,PR,3,火,,,,道具牌 / 辅助机牌,,"【起】横置该牌：从以下2项选择1项。
·若我方处理区存在浮空模式的《露西亚·誓焰》，抽1张牌。
·选择我方处理区1张浮空模式的《露西亚·誓焰》，将其加入手牌。",/card-images/PR-028.png
PR-029,PR-029,丽芙·极昼,PR-推广卡,PR,5,火,7,1,,角色牌,丽芙 / 灰鸦小队·高级,【出】：若我方牌组为10张及以下，将我方墓地所有信号球牌以外的牌加入牌组并洗切。,/card-images/PR-029.png
PR-030,PR-030,里·超刻,PR-推广卡,PR,3,火,2,0,,角色牌,里 / 灰鸦小队·高级,【充能自】：若为《里·超刻》的攻击充能，可以将该牌从处理区放置到墓地并消除【蓝色信号球icon】。若如此做，选择我方手牌1张费用为3及以下的《里·超刻》，将其出场。,/card-images/PR-030.png
PR-031,PR-031,七实·芒星之迹,PR-推广卡,PR,3,雷,3,2,,角色牌,七实 / 机械教会,【永】：若我方信号球区的牌为7张以下，只要我方不将手牌1张雷属性的牌以背面表示放置到信号球区最下方，则该牌不能攻击。,/card-images/PR-031.png
PR-032,PR-032,倚靠,PR-推广卡,PR,1,物理,,,,战术牌 / 瞬时战术牌,,【瞬时】：该牌只能在自由时点步骤发动。可以将我方战场1张《罗塞塔·凛冽》返回手牌。若如此做，选择我方战场1张《罗塞塔·凛冽》，直到那次攻击结束为止，其PP+1500。,/card-images/PR-032.png
PR-033,PR-033,绚烂即兴秀,PR-推广卡,PR,10,冰,,,,战术牌 / 普通战术牌,,若我方费用区的《艾拉·万华》为5张及以上，选择我方费用区最多2张卡牌编号不同的冰属性角色，将其出场。下个对方回合结束时，将其从战场放置到牌组底。,/card-images/PR-033.png
PR-034,PR-034,另一人,PR-推广卡,PR,1,雷,,,,战术牌 / 瞬时战术牌,艺术协会,"该牌只能在我方战场存在<艺术协会>时才能使用。
【瞬时】：从以下2项选择1项。
·抽1张牌。
·若该回合中我方已受到的伤害为3及以上，选择对方战场1张攻击中的角色，直到那次攻击结束为止，其不能造成伤害。",/card-images/PR-034.png
PR-035,PR-035,升格,PR-推广卡,PR,3,暗,,,,战术牌 / 瞬时战术牌,,"该牌只能在我方战场存在<升格者>角色时才能使用。
【瞬时】：选择我方或对方战场1张不为<升格者>的角色，直到下个回合结束为止，其失去原本的卡牌特征，获得<升格者>。",/card-images/PR-035.png
ST01-001,ST01-001,露西亚·红莲,ST01-灰鸦小队预组,R,6,物理,9,2,,角色牌 / 升变角色牌,灰鸦小队 / 露西亚,"升变条件 费用5以下的<露西亚>&「费用上限5及以上」
升变代价【2费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【出】丢弃1张手牌：公开我方牌组顶5张牌，选择其中1张费用为3及以下的<灰鸦小队>角色出场，将剩余的牌按任意顺序放置到牌组底。
【起】消除【2蓝色信号球】：选择我方战场1张角色返回手牌。若如此做，选择我方手牌1张费用为4及以下的<灰鸦小队>角色出场。",/card-images/ST01-001.png
ST01-002,ST01-002,里·异火,ST01-灰鸦小队预组,R,5,物理,5,2,,角色牌,灰鸦小队 / 里,【出】：可以将我方牌组顶3张牌放置到墓地。若其中有信号球，选择我方战场1张<灰鸦小队>角色，直到回合结束为止，其获得【充能+1】。,/card-images/ST01-002.png
ST01-003,ST01-003,丽芙·蚀暗,ST01-灰鸦小队预组,R,5,物理,6,0,,角色牌,灰鸦小队 / 丽芙,【出】：选择我方墓地1张信号球，将其放置到我方信号球区最上方。,/card-images/ST01-003.png
ST01-004,ST01-004,露西亚·红莲,ST01-灰鸦小队预组,ST,3,物理,3,2,,角色牌,灰鸦小队 / 露西亚,【永】：【充能0】。,/card-images/ST01-004.png
ST01-005,ST01-005,露西亚·红莲,ST01-灰鸦小队预组,ST,4,物理,4,1,,角色牌,灰鸦小队 / 露西亚,【出】：抽1张牌，丢弃1张手牌。,/card-images/ST01-005.png
ST01-006,ST01-006,露西亚·红莲,ST01-灰鸦小队预组,ST,7,物理,9,2,,角色牌,灰鸦小队 / 露西亚,,/card-images/ST01-006.png
ST01-007,ST01-007,里·异火,ST01-灰鸦小队预组,ST,4,物理,4,2,,角色牌,灰鸦小队 / 里,【永】：【充能0】。,/card-images/ST01-007.png
ST01-008,ST01-008,丽芙·蚀暗,ST01-灰鸦小队预组,ST,3,物理,4,1,,角色牌,灰鸦小队 / 丽芙,,/card-images/ST01-008.png
ST01-009,ST01-009,阿呆蛙与铃铛羊,ST01-灰鸦小队预组,ST,3,物理,,,,战术牌 / 普通战术牌,灰鸦小队,抽1张牌。选择我方战场1张<灰鸦小队>角色，直到回合结束为止，其PP+2000。,/card-images/ST01-009.png
ST01-010,ST01-010,灰鸦小队，集合！,ST01-灰鸦小队预组,ST,1,物理,,,,战术牌 / 普通战术牌,灰鸦小队,公开我方牌组顶5张牌，选择其中1张<灰鸦小队>角色加入手牌，将剩余的牌按任意顺序放置到牌组底。,/card-images/ST01-010.png
ST01-011,ST01-011,重逢,ST01-灰鸦小队预组,ST,5,物理,,,,战术牌 / 普通战术牌,,"该牌只能在我方战场存在<露西亚>角色时才能使用。
选择对方战场1张PP为8000及以下的角色，将其破坏。",/card-images/ST01-011.png
ST01-012,ST01-012,红莲-起手式,ST01-灰鸦小队预组,ST,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST01-012.png
ST01-013,ST01-013,红莲-波动斩,ST01-灰鸦小队预组,ST,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST01-013.png
ST01-014,ST01-014,红莲-闪击,ST01-灰鸦小队预组,ST,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST01-014.png
ST02-001,ST02-001,露娜·银冕,ST02-升格者小队预组,R,7,暗,9,2,,角色牌 / 升变角色牌,升格者 / 露娜,"升变条件 费用6以下的《露娜·银冕》&「费用上限6及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：若我方侵蚀计数为5及以上，我方战场所有<升格者>角色PP+1000。
【起】 【回合1】 消除【2蓝色信号球】：选择我方墓地1张费用为4及以下的<升格者>角色，将其出场。",/card-images/ST02-001.png
ST02-002,ST02-002,露娜·银冕,ST02-升格者小队预组,ST,7,暗,11,2,,角色牌,升格者 / 露娜,,/card-images/ST02-002.png
ST02-003,ST02-003,露娜·银冕,ST02-升格者小队预组,ST,5,暗,6,2,,角色牌,升格者 / 露娜,【出】丢弃1张手牌：公开我方牌组顶3张牌，选择其中1张<升格者>角色加入手牌，将剩余的牌放置到墓地。,/card-images/ST02-003.png
ST02-004,ST02-004,露娜·银冕,ST02-升格者小队预组,ST,3,暗,2,2,,角色牌,升格者 / 露娜,"【永】：【充能0】。
【永】：若我方墓地的牌为10张及以上，该牌PP+1500。",/card-images/ST02-004.png
ST02-005,ST02-005,露娜·银冕,ST02-升格者小队预组,ST,3,暗,4,1,,角色牌,升格者 / 露娜,,/card-images/ST02-005.png
ST02-006,ST02-006,露娜·银冕,ST02-升格者小队预组,ST,5,物理,7,2,,角色牌,升格者 / 露娜,"【永】：若我方的侵蚀计数为4及以上，该牌PP+1000。
【出】：将我方信号球区的牌按任意顺序排列。",/card-images/ST02-006.png
ST02-007,ST02-007,不明构造体α,ST02-升格者小队预组,ST,4,物理,4,1,,角色牌,阿尔法 / 升格者,【出】 丢弃1张手牌：选择我方墓地1张<升格者>角色，将其加入手牌。,/card-images/ST02-007.png
ST02-008,ST02-008,苦刑之女,ST02-升格者小队预组,ST,5,物理,6,2,,角色牌,帕弥什,"【永】：若我方战场存在<升格者>角色，该牌PP+1000。
【起】【回合1】消除【任意信号球】：可以将我方侵蚀计数+1。若如此做，直到回合结束为止，该牌DP+1。",/card-images/ST02-008.png
ST02-009,ST02-009,奥兹玛,ST02-升格者小队预组,ST,4,暗,0.5,,,道具牌 / 装备牌,增幅器,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【永】：若装备角色为《露娜·银冕》，则其获得“【自】：该牌攻击时，可以消除2同色信号球。若如此做，选择对方战场1张角色，直到回合结束为止，其PP-4000。”",/card-images/ST02-009.png
ST02-010,ST02-010,刹那制裁,ST02-升格者小队预组,R,4,暗,,,,战术牌 / 普通战术牌,,"该牌只能在我方战场存在《露娜·银冕》时才能使用。
选择对方战场1张角色，直到回合结束为止，我方侵蚀计数每有1，其PP-2000。（PP为0及以下的角色会因规则而破坏）",/card-images/ST02-010.png
ST02-011,ST02-011,筛选开始,ST02-升格者小队预组,R,3,暗,,,,战术牌 / 瞬时战术牌,,"该牌只能在我方战场存在《露娜·银冕》时才能使用。
【瞬时】：我方玩家被攻击时才能发动。选择我方墓地1张费用为3及以下的<升格者>角色，将其出场。若我方侵蚀计数为4及以下，则其获得“【自】：该回合结束时，将该牌放置到墓地。”",/card-images/ST02-011.png
ST02-012,ST02-012,涡旋极星,ST02-升格者小队预组,ST,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST02-012.png
ST02-013,ST02-013,南十字星,ST02-升格者小队预组,ST,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST02-013.png
